date,team1,team2,venue,toss_winner,toss_decision,match_type,season,winner,team1_won,toss_winner_is_team1,team1_historical_win_rate,team2_historical_win_rate,team1_recent_win_rate,team2_recent_win_rate,team1_h2h_win_rate,team2_h2h_win_rate,team1_venue_win_rate,team2_venue_win_rate,team1_historical_sample_size,team2_historical_sample_size,team1_h2h_sample_size,team2_h2h_sample_size,team1_venue_sample_size,team2_venue_sample_size,team1_h2h_reliability,team2_h2h_reliability,team1_venue_reliability,team2_venue_reliability
2024-06-13,France,Luxembourg,"Simar Cricket Ground, Rome",France,bat,T20,2024,France,1,1,0.5217391304347826,0.4,0.6,0.4,0.6666666666666666,0.3333333333333333,0.0,0.5,23,30,3,3,1,0,LOW,LOW,LOW,LOW
2024-06-14,South Africa,Nepal,"Arnos Vale Ground, Kingstown, St Vincent",Nepal,field,T20,2024,South Africa,1,0,0.5606936416184971,0.5974025974025974,0.6,0.4,0.5,0.5,0.5,0.5,173,77,0,0,0,0,LOW,LOW,LOW,LOW
2024-06-14,Uganda,New Zealand,"Brian Lara Stadium, Tarouba, Trinidad",New Zealand,field,T20,2024,New Zealand,0,0,0.782051282051282,0.542713567839196,0.6,0.4,0.5,0.5,0.5,0.0,78,199,0,0,0,1,LOW,LOW,LOW,LOW
2024-06-14,Norway,Finland,Kerava National Cricket Ground,Finland,field,T20,2024,Norway,1,0,0.3157894736842105,0.4666666666666667,0.4,0.4,1.0,0.0,0.3333333333333333,0.5714285714285714,19,15,1,1,3,7,LOW,LOW,LOW,MEDIUM
2024-06-15,Romania,Israel,"Simar Cricket Ground, Rome",Israel,field,T20,2024,Romania,1,0,0.6578947368421053,0.3333333333333333,0.8,0.4,0.5,0.5,1.0,0.0,38,6,0,0,1,1,LOW,LOW,LOW,LOW
2024-06-15,France,Turkey,Roma Cricket Ground,Turkey,field,T20,2024,France,1,0,0.5416666666666666,0.1,0.6,0.2,0.5,0.5,1.0,0.0,24,10,0,0,1,1,LOW,LOW,LOW,LOW
2024-06-15,Austria,Hungary,"Simar Cricket Ground, Rome",Hungary,field,T20,2024,Austria,1,0,0.56,0.4210526315789473,0.4,0.6,0.5,0.5,0.5,0.5,25,19,0,0,2,2,LOW,LOW,LOW,LOW
2024-06-15,Finland,Norway,Kerava National Cricket Ground,Finland,bat,T20,2024,Norway,0,1,0.4375,0.35,0.2,0.6,0.0,1.0,0.5,0.5,16,20,2,2,8,4,LOW,LOW,MEDIUM,LOW
2024-06-15,England,Namibia,"Sir Vivian Richards Stadium, North Sound, Antigua",Namibia,field,T20,2024,England,1,0,0.5371428571428571,0.6307692307692307,0.6,0.4,0.5,0.5,1.0,0.0,175,65,0,0,1,1,LOW,LOW,LOW,LOW
2024-06-15,Scotland,Australia,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",Australia,field,T20,2024,Australia,0,0,0.527027027027027,0.5573770491803278,0.6,1.0,0.5,0.5,0.5,0.2,74,183,0,0,0,5,LOW,LOW,LOW,MEDIUM
2024-06-15,Isle of Man,Luxembourg,Roma Cricket Ground,Isle of Man,bat,T20,2024,Isle of Man,1,1,0.5294117647058824,0.3870967741935484,0.2,0.4,0.5,0.5,0.0,0.5,17,31,0,0,2,2,LOW,LOW,LOW,LOW
2024-06-16,Jersey,Denmark,"Svanholm Park, Brondby",Denmark,field,T20,2024,Jersey,1,0,0.6,0.3870967741935484,0.6,0.2,1.0,0.0,1.0,0.6,29,30,4,4,0,9,LOW,LOW,LOW,MEDIUM
2024-06-16,Denmark,Jersey,"Svanholm Park, Brondby",Jersey,field,T20,2024,Jersey,0,0,0.4,0.5862068965517241,0.2,0.4,0.0,1.0,0.6666666666666666,0.5,31,30,5,5,10,1,MEDIUM,MEDIUM,MEDIUM,LOW
2024-06-16,Bangladesh,Nepal,"Arnos Vale Ground, Kingstown, St Vincent",Nepal,field,T20,2024,Bangladesh,1,0,0.3856209150326797,0.5897435897435898,0.6,0.2,1.0,0.0,1.0,0.0,153,78,1,1,1,1,LOW,LOW,LOW,LOW
2024-06-16,Italy,Romania,"Simar Cricket Ground, Rome",Romania,field,T20,2024,Italy,1,0,0.6296296296296297,0.6666666666666666,1.0,1.0,0.5,0.5,1.0,1.0,27,39,0,0,2,2,LOW,LOW,LOW,LOW
2024-06-16,Sri Lanka,Netherlands,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",Netherlands,field,T20,2024,Sri Lanka,1,0,0.4457142857142857,0.5274725274725275,0.4,0.2,1.0,0.0,0.5,0.5,175,91,3,3,0,0,LOW,LOW,LOW,LOW
2024-06-16,France,Austria,"Simar Cricket Ground, Rome",Austria,field,T20,2024,Austria,0,0,0.56,0.5769230769230769,0.6,0.6,0.5,0.5,0.5,0.6666666666666666,25,26,0,0,2,3,LOW,LOW,LOW,LOW
2024-06-16,Luxembourg,Israel,Roma Cricket Ground,Luxembourg,bat,T20,2024,Israel,0,1,0.375,0.2857142857142857,0.2,0.4,0.5,0.5,0.3333333333333333,0.5,32,7,0,0,3,2,LOW,LOW,LOW,LOW
2024-06-16,Ireland,Pakistan,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",Pakistan,field,T20,2024,Pakistan,0,0,0.4761904761904761,0.6053811659192825,0.6,0.4,0.25,0.75,0.5,0.5,126,223,4,4,2,0,LOW,LOW,LOW,LOW
2024-06-16,Finland,Norway,Kerava National Cricket Ground,Finland,bat,T20,2024,Norway,0,1,0.4117647058823529,0.3809523809523809,0.0,0.6,0.0,1.0,0.4444444444444444,0.6,17,21,3,3,9,5,LOW,LOW,MEDIUM,MEDIUM
2024-06-16,Portugal,Isle of Man,Roma Cricket Ground,Portugal,bat,T20,2024,Portugal,1,1,0.6666666666666666,0.5555555555555556,0.4,0.4,0.5,0.5,0.0,0.3333333333333333,21,18,0,0,2,3,LOW,LOW,LOW,LOW
2024-06-17,Cyprus,Estonia,Happy Valley Ground,Cyprus,bat,T20,2024,Estonia,0,1,0.4545454545454545,0.1818181818181818,0.4,0.4,0.75,0.25,0.5,0.1666666666666666,10,10,3,3,5,5,LOW,LOW,MEDIUM,MEDIUM
2024-06-17,Cyprus,Estonia,Happy Valley Ground,Cyprus,bat,T20,2024,Estonia,0,1,0.5,0.1,0.4,0.2,1.0,0.0,0.6,0.0,11,11,4,4,6,6,LOW,LOW,MEDIUM,MEDIUM
2024-06-17,Papua New Guinea,New Zealand,"Brian Lara Stadium, Tarouba, Trinidad",New Zealand,field,T20,2024,New Zealand,0,0,0.5283018867924528,0.545,0.4,0.6,0.5,0.5,0.5,0.5,53,200,0,0,0,2,LOW,LOW,LOW,LOW
2024-06-18,Cyprus,Estonia,Happy Valley Ground,Estonia,field,T20,2024,Cyprus,1,0,0.4166666666666667,0.25,0.2,0.6,0.6,0.4,0.4285714285714285,0.2857142857142857,12,12,5,5,7,7,MEDIUM,MEDIUM,MEDIUM,MEDIUM
2024-06-18,Estonia,Cyprus,Happy Valley Ground,Estonia,bat,T20,2024,Estonia,1,1,0.2307692307692307,0.4615384615384615,0.6,0.2,0.3333333333333333,0.6666666666666666,0.25,0.5,13,13,6,6,8,8,MEDIUM,MEDIUM,MEDIUM,MEDIUM
2024-06-19,Estonia,Cyprus,Happy Valley Ground,Estonia,bat,T20,2024,Estonia,1,1,0.2857142857142857,0.4285714285714285,0.6,0.2,0.4285714285714285,0.5714285714285714,0.3333333333333333,0.4444444444444444,14,14,7,7,9,9,MEDIUM,MEDIUM,MEDIUM,MEDIUM
2024-06-19,Estonia,Cyprus,Happy Valley Ground,Cyprus,field,T20,2024,Cyprus,0,0,0.3333333333333333,0.4,0.8,0.2,0.5,0.5,0.4,0.4,15,15,8,8,10,10,MEDIUM,MEDIUM,MEDIUM,MEDIUM
2024-06-19,South Africa,United States of America,"Sir Vivian Richards Stadium, North Sound, Antigua",United States of America,field,T20,2024,South Africa,1,0,0.5632183908045977,0.5925925925925926,0.8,0.6,0.5,0.5,0.5,1.0,174,27,0,0,0,2,LOW,LOW,LOW,LOW
2024-06-19,West Indies,England,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",England,field,T20,2024,England,0,0,0.4606741573033708,0.5397727272727273,1.0,0.8,0.5862068965517241,0.4137931034482758,0.8,0.5,178,176,29,29,5,0,HIGH,HIGH,MEDIUM,LOW
2024-06-20,Bangladesh,Australia,"Sir Vivian Richards Stadium, North Sound, Antigua",Australia,field,T20,2024,Australia,0,0,0.3896103896103896,0.5597826086956522,0.8,1.0,0.4,0.6,0.5,1.0,154,184,10,10,0,1,MEDIUM,MEDIUM,LOW,LOW
2024-06-21,South Africa,England,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",England,field,T20,2024,South Africa,1,0,0.5657142857142857,0.5423728813559322,1.0,0.8,0.5,0.5,0.5,1.0,175,177,24,24,0,1,HIGH,HIGH,LOW,LOW
2024-06-21,United States of America,West Indies,"Kensington Oval, Bridgetown, Barbados",West Indies,field,T20,2024,West Indies,0,0,0.5714285714285714,0.4581005586592179,0.4,0.8,0.5,0.5,0.5,0.6666666666666666,28,179,0,0,0,6,LOW,LOW,LOW,MEDIUM
2024-06-22,India,Bangladesh,"Sir Vivian Richards Stadium, North Sound, Antigua",Bangladesh,field,T20,2024,India,1,0,0.6682926829268293,0.3870967741935484,0.8,0.6,0.9230769230769232,0.0769230769230769,0.5,0.0,205,155,13,13,0,1,MEDIUM,MEDIUM,LOW,LOW
2024-06-22,Guernsey,Jersey,"King George V Sports Ground, Castel",Jersey,field,T20,2024,Jersey,0,0,0.5789473684210527,0.625,0.6,0.6,0.0,1.0,0.0,1.0,18,31,1,1,0,0,LOW,LOW,LOW,LOW
2024-06-22,Guernsey,Jersey,"King George V Sports Ground, Castel",Jersey,field,T20,2024,Jersey,0,0,0.6111111111111112,0.6129032258064516,0.8,0.6,0.0,1.0,0.5,0.5,19,32,2,2,1,1,LOW,LOW,LOW,LOW
2024-06-23,Jersey,Guernsey,"Guernsey Rovers Athletic Club Ground, Port Soif",Guernsey,field,T20,2024,Guernsey,0,0,0.6363636363636364,0.55,0.8,0.4,1.0,0.0,0.5,0.5,33,20,3,3,0,0,LOW,LOW,LOW,LOW
2024-06-23,West Indies,South Africa,"Sir Vivian Richards Stadium, North Sound, Antigua",South Africa,field,T20,2024,South Africa,0,0,0.4611111111111111,0.5681818181818182,0.8,1.0,0.5,0.5,0.5,1.0,180,176,22,22,0,1,HIGH,HIGH,LOW,LOW
2024-06-23,United States of America,England,"Kensington Oval, Bridgetown, Barbados",England,field,T20,2024,England,0,0,0.5517241379310345,0.5393258426966292,0.2,0.6,0.5,0.5,0.0,0.2857142857142857,29,178,0,0,1,7,LOW,LOW,LOW,MEDIUM
2024-06-24,India,Australia,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",Australia,field,T20,2024,India,1,0,0.6699029126213593,0.5621621621621622,1.0,1.0,0.6333333333333333,0.3666666666666666,0.5,0.3333333333333333,206,185,30,30,0,6,HIGH,HIGH,LOW,MEDIUM
2024-06-27,India,England,"Providence Stadium, Guyana",England,field,T20,2024,India,1,0,0.6714975845410628,0.5418994413407822,1.0,0.8,0.5217391304347826,0.4782608695652174,0.6666666666666666,0.5,207,179,23,23,3,0,HIGH,HIGH,LOW,LOW
2024-06-28,Malawi,Rwanda,"Sikh Union Club Ground, Nairobi",Malawi,bat,T20,2024,Malawi,1,1,0.5714285714285714,0.2727272727272727,0.6,0.0,1.0,0.0,0.5,0.5,7,55,1,1,0,0,LOW,LOW,LOW,LOW
2024-06-29,Rwanda,Kenya,"Sikh Union Club Ground, Nairobi",Rwanda,bat,T20,2024,Kenya,0,1,0.2678571428571428,0.4925373134328358,0.0,0.2,0.0,1.0,0.0,0.5,56,67,4,4,1,0,LOW,LOW,LOW,LOW
2024-06-29,India,South Africa,"Kensington Oval, Bridgetown, Barbados",India,bat,T20,2024,India,1,1,0.6730769230769231,0.5706214689265536,1.0,1.0,0.56,0.44,0.5,0.5,208,177,25,25,0,0,HIGH,HIGH,LOW,LOW
2024-07-01,Malawi,Kenya,"Sikh Union Club Ground, Nairobi",Kenya,field,T20,2024,Kenya,0,0,0.625,0.5,0.8,0.4,0.5,0.5,1.0,1.0,8,68,0,0,1,1,LOW,LOW,LOW,LOW
2024-07-03,Rwanda,Kenya,"Sikh Union Club Ground, Nairobi",Rwanda,bat,T20,2024,Kenya,0,1,0.2631578947368421,0.5072463768115942,0.0,0.6,0.0,1.0,0.0,1.0,57,69,5,5,2,2,MEDIUM,MEDIUM,LOW,LOW
2024-07-05,Kenya,Rwanda,"Sikh Union Club Ground, Nairobi",Kenya,bat,T20,2024,Kenya,1,1,0.5142857142857142,0.2586206896551724,0.6,0.0,1.0,0.0,1.0,0.0,70,58,6,6,3,3,MEDIUM,MEDIUM,LOW,LOW
2024-07-06,Zimbabwe,India,Harare Sports Club,India,field,T20,2024,Zimbabwe,1,0,0.390625,0.6746411483253588,0.2,1.0,0.25,0.75,0.2571428571428571,0.7142857142857143,128,209,8,8,35,7,MEDIUM,MEDIUM,HIGH,MEDIUM
2024-07-07,Jersey,Serbia,Bayer Uerdingen Cricket Ground,Jersey,bat,T20,2024,Jersey,1,1,0.6176470588235294,0.35,0.8,0.6,0.5,0.5,0.5,0.5,34,20,0,0,0,0,LOW,LOW,LOW,LOW
2024-07-07,Switzerland,Belgium,Bayer Uerdingen Cricket Ground,Belgium,field,T20,2024,Belgium,0,0,0.7142857142857143,0.6842105263157895,1.0,0.6,0.5,0.5,0.5,0.0,14,19,0,0,0,2,LOW,LOW,LOW,LOW
2024-07-07,India,Zimbabwe,Harare Sports Club,India,bat,T20,2024,India,1,1,0.6714285714285714,0.3953488372093023,0.8,0.4,0.6666666666666666,0.3333333333333333,0.625,0.2777777777777778,210,129,9,9,8,36,MEDIUM,MEDIUM,MEDIUM,HIGH
2024-07-08,Croatia,Belgium,Bayer Uerdingen Cricket Ground,Croatia,bat,T20,2024,Croatia,1,1,0.2,0.7,0.0,0.8,0.5,0.5,0.5,0.3333333333333333,10,20,0,0,0,3,LOW,LOW,LOW,LOW
2024-07-08,Norway,Sweden,Bayer Uerdingen Cricket Ground,Sweden,field,T20,2024,Norway,1,0,0.4090909090909091,0.4375,0.8,0.8,0.5,0.5,0.4,0.0,22,16,0,0,5,4,LOW,LOW,MEDIUM,LOW
2024-07-08,Germany,Gibraltar,Bayer Uerdingen Cricket Ground,Gibraltar,field,T20,2024,Germany,1,0,0.5869565217391305,0.2777777777777778,0.2,0.8,0.5,0.5,0.8181818181818182,0.5,46,36,0,0,11,0,LOW,LOW,MEDIUM,LOW
2024-07-09,Jersey,Switzerland,Bayer Uerdingen Cricket Ground,Jersey,bat,T20,2024,Jersey,1,1,0.6285714285714286,0.6666666666666666,0.8,0.8,0.5,0.5,1.0,0.0,35,15,0,0,1,1,LOW,LOW,LOW,LOW
2024-07-09,Germany,Sweden,Bayer Uerdingen Cricket Ground,Germany,bat,T20,2024,Germany,1,1,0.5957446808510638,0.4117647058823529,0.4,0.6,1.0,0.0,0.8333333333333334,0.0,47,17,2,2,12,5,LOW,LOW,MEDIUM,MEDIUM
2024-07-09,Slovenia,Norway,Bayer Uerdingen Cricket Ground,Slovenia,bat,T20,2024,Norway,0,1,0.0,0.4347826086956521,0.0,1.0,0.5,0.5,0.5,0.5,4,23,0,0,0,6,LOW,LOW,LOW,MEDIUM
2024-07-10,Croatia,Serbia,Bayer Uerdingen Cricket Ground,Serbia,field,T20,2024,Croatia,1,0,0.2727272727272727,0.3333333333333333,0.2,0.4,0.5,0.5,1.0,0.0,11,21,2,2,1,1,LOW,LOW,LOW,LOW
2024-07-10,Jersey,Belgium,Bayer Uerdingen Cricket Ground,Belgium,field,T20,2024,Jersey,1,0,0.6388888888888888,0.6666666666666666,0.8,0.6,0.5,0.5,1.0,0.25,36,21,0,0,2,4,LOW,LOW,LOW,LOW
2024-07-10,India,Zimbabwe,Harare Sports Club,India,bat,T20,2024,India,1,1,0.6729857819905213,0.3923076923076923,0.8,0.4,0.7,0.3,0.6666666666666666,0.2702702702702703,211,130,10,10,9,37,MEDIUM,MEDIUM,MEDIUM,HIGH
2024-07-10,Gibraltar,Slovenia,Bayer Uerdingen Cricket Ground,Gibraltar,bat,T20,2024,Slovenia,0,1,0.2702702702702703,0.0,0.6,0.0,0.5,0.5,0.0,0.0,37,5,0,0,1,1,LOW,LOW,LOW,LOW
2024-07-11,Gibraltar,Sweden,Bayer Uerdingen Cricket Ground,Sweden,field,T20,2024,Sweden,0,0,0.2631578947368421,0.3888888888888889,0.6,0.6,0.5,0.5,0.0,0.0,38,18,0,0,2,6,LOW,LOW,LOW,MEDIUM
2024-07-11,Switzerland,Serbia,Bayer Uerdingen Cricket Ground,Switzerland,bat,T20,2024,Switzerland,1,1,0.625,0.3181818181818182,0.6,0.2,0.5,0.5,0.0,0.0,16,22,0,0,2,2,LOW,LOW,LOW,LOW
2024-07-11,Norway,Germany,Bayer Uerdingen Cricket Ground,Germany,field,T20,2024,Norway,1,0,0.4583333333333333,0.6041666666666666,1.0,0.6,0.25,0.75,0.5714285714285714,0.8461538461538461,24,48,4,4,7,13,LOW,LOW,MEDIUM,MEDIUM
2024-07-12,Belgium,Serbia,Bayer Uerdingen Cricket Ground,Belgium,bat,T20,2024,Belgium,1,1,0.6363636363636364,0.3043478260869565,0.4,0.0,0.5,0.5,0.2,0.0,22,23,0,0,5,3,LOW,LOW,MEDIUM,LOW
2024-07-12,Kenya,Nigeria,"Sikh Union Club Ground, Nairobi",Kenya,bat,T20,2024,Kenya,1,1,0.5211267605633803,0.5,0.8,0.2,0.8333333333333334,0.1666666666666666,1.0,0.5,71,48,6,6,4,0,MEDIUM,MEDIUM,LOW,LOW
2024-07-13,Slovenia,Sweden,Bayer Uerdingen Cricket Ground,Sweden,field,T20,2024,Sweden,0,0,0.1666666666666666,0.4210526315789473,0.2,0.6,0.5,0.5,0.5,0.1428571428571428,6,19,0,0,2,7,LOW,LOW,LOW,MEDIUM
2024-07-13,Croatia,Switzerland,Bayer Uerdingen Cricket Ground,Switzerland,field,T20,2024,Switzerland,0,0,0.3333333333333333,0.6470588235294118,0.4,0.6,0.5,0.5,1.0,0.3333333333333333,12,17,0,0,2,3,LOW,LOW,LOW,LOW
2024-07-13,Zimbabwe,India,Harare Sports Club,India,field,T20,2024,India,0,0,0.3893129770992366,0.6745283018867925,0.4,0.8,0.2727272727272727,0.7272727272727273,0.2631578947368421,0.7,131,212,11,11,38,10,MEDIUM,MEDIUM,HIGH,MEDIUM
2024-07-13,Norway,Gibraltar,Bayer Uerdingen Cricket Ground,Norway,bat,T20,2024,Norway,1,1,0.48,0.2564102564102564,1.0,0.4,0.5,0.5,0.625,0.0,25,39,0,0,8,3,LOW,LOW,MEDIUM,LOW
2024-07-13,Nigeria,Kenya,"Sikh Union Club Ground, Nairobi",Nigeria,bat,T20,2024,Kenya,0,1,0.4897959183673469,0.5277777777777778,0.2,1.0,0.1428571428571428,0.8571428571428571,0.0,1.0,49,72,7,7,1,5,MEDIUM,MEDIUM,LOW,MEDIUM
2024-07-14,Norway,Jersey,Bayer Uerdingen Cricket Ground,Jersey,field,T20,2024,Jersey,0,0,0.5,0.6486486486486487,1.0,0.8,0.0,1.0,0.6666666666666666,1.0,26,37,1,1,9,3,LOW,LOW,MEDIUM,LOW
2024-07-14,Croatia,Germany,Bayer Uerdingen Cricket Ground,Croatia,bat,T20,2024,Germany,0,1,0.3076923076923077,0.5918367346938775,0.4,0.4,0.5,0.5,0.6666666666666666,0.7857142857142857,13,49,0,0,3,14,LOW,LOW,LOW,MEDIUM
2024-07-14,India,Zimbabwe,Harare Sports Club,Zimbabwe,field,T20,2024,India,1,0,0.676056338028169,0.3863636363636363,0.8,0.4,0.75,0.25,0.7272727272727273,0.2564102564102564,213,132,12,12,11,39,MEDIUM,MEDIUM,MEDIUM,HIGH
2024-07-15,Kenya,Nigeria,"Sikh Union Club Ground, Nairobi",Nigeria,field,T20,2024,Nigeria,0,0,0.5342465753424658,0.48,1.0,0.2,0.875,0.125,1.0,0.0,73,50,8,8,6,2,MEDIUM,MEDIUM,MEDIUM,LOW
2024-07-16,Nigeria,Kenya,"Sikh Union Club Ground, Nairobi",Kenya,field,T20,2024,Nigeria,1,0,0.4901960784313725,0.527027027027027,0.4,0.8,0.2222222222222222,0.7777777777777778,0.3333333333333333,0.8571428571428571,51,74,9,9,3,7,MEDIUM,MEDIUM,LOW,MEDIUM
2024-07-17,Nigeria,Kenya,"Sikh Union Club Ground, Nairobi",Nigeria,bat,T20,2024,Kenya,0,1,0.5,0.52,0.4,0.6,0.3,0.7,0.5,0.75,52,75,10,10,4,8,MEDIUM,MEDIUM,LOW,MEDIUM
2024-07-27,India,Sri Lanka,Pallekele International Cricket Stadium,Sri Lanka,field,T20,2024,India,1,0,0.677570093457944,0.4488636363636363,0.8,0.4,0.6785714285714286,0.3214285714285714,1.0,0.6,214,176,28,28,1,15,HIGH,HIGH,LOW,MEDIUM
2024-07-28,Sri Lanka,India,Pallekele International Cricket Stadium,India,field,T20,2024,India,0,0,0.4463276836158192,0.6790697674418604,0.4,1.0,0.3103448275862069,0.6896551724137931,0.5625,1.0,177,215,29,29,16,2,HIGH,HIGH,MEDIUM,LOW
2024-08-02,Croatia,Spain,"Mladost Cricket Ground, Zagreb",Spain,field,T20,2024,Spain,0,0,0.2857142857142857,0.7407407407407407,0.4,1.0,0.5,0.5,0.5,0.5,14,27,0,0,0,0,LOW,LOW,LOW,LOW
2024-08-03,Croatia,Spain,"Mladost Cricket Ground, Zagreb",Spain,field,T20,2024,Spain,0,0,0.2666666666666666,0.75,0.4,1.0,0.0,1.0,0.0,1.0,15,28,1,1,1,1,LOW,LOW,LOW,LOW
2024-08-03,Croatia,Spain,"Mladost Cricket Ground, Zagreb",Spain,field,T20,2024,Spain,0,0,0.25,0.7586206896551724,0.2,1.0,0.0,1.0,0.0,1.0,16,29,2,2,2,2,LOW,LOW,LOW,LOW
2024-08-04,Spain,Croatia,"Mladost Cricket Ground, Zagreb",Croatia,field,T20,2024,Spain,1,0,0.7666666666666667,0.2352941176470588,1.0,0.0,1.0,0.0,1.0,0.0,30,17,3,3,3,3,LOW,LOW,LOW,LOW
2024-08-04,Spain,Croatia,"Mladost Cricket Ground, Zagreb",Croatia,field,T20,2024,Spain,1,0,0.7741935483870968,0.2222222222222222,1.0,0.0,1.0,0.0,1.0,0.0,31,18,4,4,4,4,LOW,LOW,LOW,LOW
2024-08-17,Fiji,Samoa,"Faleata Oval No 2, Apia",Fiji,bat,T20,2024,Samoa,0,1,0.6,0.0,0.6,0.0,1.0,0.0,0.5,0.5,5,5,2,2,0,0,LOW,LOW,LOW,LOW
2024-08-17,Vanuatu,Cook Islands,"Faleata Oval No 2, Apia",Cook Islands,field,T20,2024,Cook Islands,0,0,0.44,0.6,0.2,0.6,0.5,0.5,0.5,0.5,25,5,2,2,0,0,LOW,LOW,LOW,LOW
2024-08-19,Vanuatu,Fiji,"Faleata Oval No 2, Apia",Fiji,field,T20,2024,Vanuatu,1,0,0.4230769230769231,0.5,0.0,0.4,1.0,0.0,0.0,0.0,26,6,1,1,1,1,LOW,LOW,LOW,LOW
2024-08-19,Samoa,Cook Islands,"Faleata Oval No 2, Apia",Cook Islands,field,T20,2024,Cook Islands,0,0,0.1666666666666666,0.6666666666666666,0.2,0.8,0.0,1.0,1.0,1.0,6,6,1,1,1,1,LOW,LOW,LOW,LOW
2024-08-20,Samoa,Vanuatu,"Faleata Oval No 2, Apia",Samoa,bat,T20,2024,Samoa,1,1,0.1428571428571428,0.4444444444444444,0.2,0.2,0.0,1.0,0.5,0.5,7,27,2,2,2,2,LOW,LOW,LOW,LOW
2024-08-20,Fiji,Cook Islands,"Faleata Oval No 2, Apia",Cook Islands,field,T20,2024,Fiji,1,0,0.4285714285714285,0.7142857142857143,0.2,0.8,0.5,0.5,0.0,1.0,7,7,2,2,2,2,LOW,LOW,LOW,LOW
2024-08-21,Bulgaria,Guernsey,"Guernsey Rovers Athletic Club Ground, Port Soif",Bulgaria,bat,T20,2024,Guernsey,0,1,0.3548387096774194,0.5714285714285714,0.2,0.6,0.0,1.0,0.5,1.0,31,21,1,1,0,1,LOW,LOW,LOW,LOW
2024-08-21,Hong Kong,Kuwait,"Selangor Turf Club, Kuala Lumpur",Kuwait,field,T20,2024,Kuwait,0,0,0.4487179487179487,0.5853658536585366,0.4,0.6,1.0,0.0,0.5,0.5,78,41,3,3,0,0,LOW,LOW,LOW,LOW
2024-08-21,Spain,Cyprus,"King George V Sports Ground, Castel",Cyprus,field,T20,2024,Spain,1,0,0.78125,0.4375,1.0,0.4,0.5,0.5,0.5,0.5,32,16,0,0,0,0,LOW,LOW,LOW,LOW
2024-08-21,Samoa,Fiji,"Faleata Oval No 2, Apia",Fiji,field,T20,2024,Samoa,1,0,0.25,0.5,0.4,0.4,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.3333333333333333,8,8,3,3,3,3,LOW,LOW,LOW,LOW
2024-08-21,Malta,Finland,"Guernsey Rovers Athletic Club Ground, Port Soif",Malta,bat,T20,2024,Finland,0,1,0.4680851063829787,0.3888888888888889,0.0,0.0,0.5,0.5,0.5,0.5,47,18,0,0,0,0,LOW,LOW,LOW,LOW
2024-08-21,Vanuatu,Cook Islands,"Faleata Oval No 2, Apia",Cook Islands,field,T20,2024,Cook Islands,0,0,0.4285714285714285,0.625,0.2,0.6,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666,28,8,3,3,3,3,LOW,LOW,LOW,LOW
2024-08-21,Denmark,Czech Republic,"King George V Sports Ground, Castel",Denmark,bat,T20,2024,Denmark,1,1,0.375,0.5454545454545454,0.0,0.8,0.5,0.5,0.5,0.5,32,22,0,0,0,0,LOW,LOW,LOW,LOW
2024-08-22,Malta,Guernsey,"King George V Sports Ground, Castel",Guernsey,field,T20,2024,Guernsey,0,0,0.4583333333333333,0.5909090909090909,0.0,0.6,0.5,0.5,0.5,0.0,48,22,0,0,0,2,LOW,LOW,LOW,LOW
2024-08-22,Spain,Czech Republic,"Guernsey Rovers Athletic Club Ground, Port Soif",Czech Republic,field,T20,2024,Spain,1,0,0.7878787878787878,0.5217391304347826,1.0,0.8,0.5,0.5,0.5,0.5,33,23,0,0,0,0,LOW,LOW,LOW,LOW
2024-08-22,Denmark,Greece,"Guernsey Rovers Athletic Club Ground, Port Soif",Greece,field,T20,2024,Denmark,1,0,0.3939393939393939,0.2,0.2,0.2,0.5,0.5,0.5,0.5,33,5,0,0,0,0,LOW,LOW,LOW,LOW
2024-08-22,Finland,Estonia,"King George V Sports Ground, Castel",Estonia,field,T20,2024,Estonia,0,0,0.4210526315789473,0.3125,0.2,0.6,0.5,0.5,0.5,0.5,19,16,0,0,0,0,LOW,LOW,LOW,LOW
2024-08-22,Kuwait,Malaysia,"Selangor Turf Club, Kuala Lumpur",Malaysia,field,T20,2024,Malaysia,0,0,0.5952380952380952,0.5441176470588235,0.6,0.4,0.0,1.0,1.0,0.5,42,68,3,3,1,0,LOW,LOW,LOW,LOW
2024-08-23,Malaysia,Hong Kong,"Selangor Turf Club, Kuala Lumpur",Hong Kong,field,T20,2024,Hong Kong,0,0,0.5507246376811594,0.4430379746835443,0.4,0.4,0.6363636363636364,0.3636363636363636,1.0,0.0,69,79,11,11,1,1,MEDIUM,MEDIUM,LOW,LOW
2024-08-23,Samoa,Cook Islands,"Faleata Oval No 2, Apia",Samoa,bat,T20,2024,Cook Islands,0,1,0.3333333333333333,0.6666666666666666,0.6,0.6,0.0,1.0,0.75,0.75,9,9,2,2,4,4,LOW,LOW,LOW,LOW
