date,team1,team2,venue,toss_winner,toss_decision,match_type,season,winner,team1_won,toss_winner_is_team1,team1_historical_win_rate,team2_historical_win_rate,team1_recent_win_rate,team2_recent_win_rate,team1_h2h_win_rate,team2_h2h_win_rate,team1_venue_win_rate,team2_venue_win_rate,team1_historical_sample_size,team2_historical_sample_size,team1_h2h_sample_size,team2_h2h_sample_size,team1_venue_sample_size,team2_venue_sample_size,team1_h2h_reliability,team2_h2h_reliability,team1_venue_reliability,team2_venue_reliability
2014-03-24,Netherlands,Sri Lanka,Zahur Ahmed Chowdhury Stadium,Sri Lanka,field,T20,2013/14,Sri Lanka,0,0,0.5294117647058824,0.6140350877192983,0.8,0.8,0.5,0.5,0.5,1.0,17,57,0,0,0,3,LOW,LOW,LOW,LOW
2014-03-25,Bangladesh,West Indies,Shere Bangla National Stadium,Bangladesh,field,T20,2013/14,West Indies,0,1,0.2258064516129032,0.4727272727272727,0.2,0.6,0.5,0.5,0.25,0.3333333333333333,31,55,4,4,4,3,LOW,LOW,LOW,LOW
2014-03-27,England,Sri Lanka,Zahur Ahmed Chowdhury Stadium,England,field,T20,2013/14,England,1,1,0.484375,0.6206896551724138,0.2,1.0,0.25,0.75,0.0,1.0,64,58,4,4,1,4,LOW,LOW,LOW,LOW
2014-03-27,Netherlands,South Africa,Zahur Ahmed Chowdhury Stadium,Netherlands,field,T20,2013/14,South Africa,0,1,0.5,0.59375,0.6,0.2,0.5,0.5,0.0,0.5,18,64,0,0,1,2,LOW,LOW,LOW,LOW
2014-03-28,Australia,West Indies,Shere Bangla National Stadium,Australia,bat,T20,2013/14,West Indies,0,1,0.5373134328358209,0.4821428571428571,0.8,0.6,0.5,0.5,0.0,0.5,67,56,10,10,1,4,MEDIUM,MEDIUM,LOW,LOW
2014-03-28,Bangladesh,India,Shere Bangla National Stadium,India,field,T20,2013/14,India,0,0,0.21875,0.5681818181818182,0.2,0.8,0.0,1.0,0.2,1.0,32,44,1,1,5,2,LOW,LOW,MEDIUM,LOW
2014-03-29,England,South Africa,Zahur Ahmed Chowdhury Stadium,England,field,T20,2013/14,South Africa,0,1,0.4923076923076923,0.6,0.4,0.4,0.4285714285714285,0.5714285714285714,0.5,0.6666666666666666,65,65,7,7,2,3,MEDIUM,MEDIUM,LOW,LOW
2014-03-29,Netherlands,New Zealand,Zahur Ahmed Chowdhury Stadium,New Zealand,field,T20,2013/14,New Zealand,0,0,0.4736842105263157,0.5,0.4,0.6,0.5,0.5,0.0,0.5,19,66,0,0,2,2,LOW,LOW,LOW,LOW
2014-03-30,Australia,India,Shere Bangla National Stadium,Australia,field,T20,2013/14,India,0,1,0.5294117647058824,0.5777777777777777,0.6,1.0,0.5,0.5,0.0,1.0,68,45,8,8,2,3,MEDIUM,MEDIUM,LOW,LOW
2014-03-30,Bangladesh,Pakistan,Shere Bangla National Stadium,Pakistan,bat,T20,2013/14,Pakistan,0,0,0.2121212121212121,0.6081081081081081,0.2,0.6,0.0,1.0,0.1666666666666666,0.6666666666666666,33,74,6,6,6,3,MEDIUM,MEDIUM,MEDIUM,LOW
