date,team1,team2,venue,toss_winner,toss_decision,match_type,season,winner,team1_won,toss_winner_is_team1,team1_historical_win_rate,team2_historical_win_rate,team1_recent_win_rate,team2_recent_win_rate,team1_h2h_win_rate,team2_h2h_win_rate,team1_venue_win_rate,team2_venue_win_rate
2021-10-09,Scotland,Namibia,"ICC Academy, Dubai",Namibia,field,T20,2021/22,Namibia,0,0,0.5106382978723404,0.7894736842105263,0.6,0.6,0.0,1.0,1.0,0.5
2021-10-10,Ireland,United Arab Emirates,"ICC Academy, Dubai",United Arab Emirates,field,T20,2021/22,United Arab Emirates,0,0,0.5135135135135135,0.5,0.6,0.8,0.5714285714285714,0.42857142857142855,0.5,0.5
2021-10-10,Namibia,Papua New Guinea,"ICC Academy, Dubai",Papua New Guinea,field,T20,2021/22,Namibia,1,0,0.8,0.631578947368421,0.8,0.6,0.0,1.0,1.0,0.0
2021-10-15,Denmark,Italy,"Desert Springs Cricket Ground, Almeria",Denmark,bat,T20,2021/22,Italy,0,1,0.42857142857142855,0.5,0.4,0.5,1.0,0.0,0.5,0.5
2021-10-15,Jersey,Germany,"Desert Springs Cricket Ground, Almeria",Germany,field,T20,2021/22,Jersey,1,0,0.6,0.6666666666666666,0.4,0.4,0.0,1.0,0.5,0.3333333333333333
2021-10-16,Denmark,Germany,"Desert Springs Cricket Ground, Almeria",Denmark,bat,T20,2021/22,Germany,0,1,0.375,0.625,0.4,0.4,0.0,1.0,0.0,0.25
2021-10-16,Malawi,Uganda,Integrated Polytechnic Regional Centre,Malawi,bat,T20,2021/22,Uganda,0,1,0.5,0.5,0.5,0.8,0.5,0.5,0.5,0.5
2021-10-16,Jersey,Italy,"Desert Springs Cricket Ground, Almeria",Jersey,bat,T20,2021/22,Jersey,1,1,0.6363636363636364,0.6,0.6,0.6,1.0,0.0,1.0,1.0
2021-10-16,Rwanda,Ghana,Gahanga International Cricket Stadium. Rwanda,Ghana,field,T20,2021/22,Ghana,0,0,0.5,0.25,0.5,0.4,0.5,0.5,0.5,0.5
2021-10-16,Seychelles,Ghana,Gahanga International Cricket Stadium. Rwanda,Seychelles,bat,T20,2021/22,Ghana,0,1,0.5,0.3333333333333333,0.5,0.6,0.5,0.5,0.5,0.6
2021-10-17,Jersey,Denmark,"Desert Springs Cricket Ground, Almeria",Denmark,field,T20,2021/22,Jersey,1,0,0.6666666666666666,0.3333333333333333,0.6,0.2,1.0,0.0,1.0,0.0
2021-10-17,Italy,Germany,"Desert Springs Cricket Ground, Almeria",Italy,bat,T20,2021/22,Germany,0,1,0.5,0.6470588235294118,0.4,0.4,1.0,0.0,0.5,0.4
2021-10-17,Swaziland,Malawi,Integrated Polytechnic Regional Centre,Malawi,field,T20,2021/22,Malawi,0,0,0.5,0.0,0.5,0.0,0.5,0.5,0.5,0.0
2021-10-17,Lesotho,Seychelles,Gahanga International Cricket Stadium. Rwanda,Seychelles,field,T20,2021/22,Seychelles,0,0,0.5,0.0,0.5,0.0,0.5,0.5,0.5,0.0
2021-10-17,Papua New Guinea,Oman,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Oman,field,T20,2021/22,Oman,0,0,0.6,0.5185185185185185,0.4,0.4,0.5,0.5,0.5,0.5714285714285714
2021-10-17,Uganda,Rwanda,Integrated Polytechnic Regional Centre,Uganda,bat,T20,2021/22,Uganda,1,1,0.5384615384615384,0.4,1.0,0.4,0.5,0.5,1.0,0.5
2021-10-17,Scotland,Bangladesh,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Bangladesh,field,T20,2021/22,Scotland,1,0,0.5,0.36,0.4,0.6,0.5,0.5,0.6666666666666666,0.5
2021-10-18,Namibia,Sri Lanka,"Zayed Cricket Stadium, Abu Dhabi",Sri Lanka,field,T20,2021/22,Sri Lanka,0,0,0.8095238095238095,0.44360902255639095,1.0,0.4,0.5,0.5,0.5,0.5
2021-10-18,Netherlands,Ireland,"Zayed Cricket Stadium, Abu Dhabi",Netherlands,bat,T20,2021/22,Ireland,0,1,0.5645161290322581,0.5066666666666667,0.6,0.4,0.6363636363636364,0.36363636363636365,0.5,0.5
2021-10-19,Malawi,Ghana,Gahanga International Cricket Stadium. Rwanda,Ghana,field,T20,2021/22,Ghana,0,0,0.5,0.4,0.5,0.8,0.5,0.5,0.5,0.6666666666666666
2021-10-19,Lesotho,Uganda,Integrated Polytechnic Regional Centre,Lesotho,bat,T20,2021/22,Uganda,0,1,0.0,0.5714285714285714,0.0,1.0,0.5,0.5,0.5,1.0
2021-10-19,Swaziland,Uganda,Integrated Polytechnic Regional Centre,Swaziland,bat,T20,2021/22,Uganda,0,1,0.0,0.6,0.0,1.0,0.5,0.5,0.0,1.0
2021-10-19,Nigeria,Sierra Leone,University of Lagos Cricket Oval,Sierra Leone,field,T20,2021/22,Sierra Leone,0,0,0.21428571428571427,0.5,0.2,0.5,0.5,0.5,0.5,0.5
2021-10-19,Germany,Jersey,"Desert Springs Cricket Ground, Almeria",Germany,bat,T20,2021/22,Jersey,0,1,0.6666666666666666,0.6923076923076923,0.4,0.8,0.5,0.5,0.5,1.0
2021-10-19,Italy,Denmark,"Desert Springs Cricket Ground, Almeria",Denmark,field,T20,2021/22,Italy,1,0,0.42857142857142855,0.3,0.2,0.2,0.5,0.5,0.3333333333333333,0.0
2021-10-19,Bangladesh,Oman,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Bangladesh,bat,T20,2021/22,Bangladesh,1,1,0.3564356435643564,0.5357142857142857,0.4,0.6,1.0,0.0,0.0,0.625
2021-10-19,Scotland,Papua New Guinea,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Scotland,bat,T20,2021/22,Scotland,1,1,0.5102040816326531,0.5714285714285714,0.4,0.2,1.0,0.0,0.75,0.0
2021-10-20,Sri Lanka,Ireland,"Zayed Cricket Stadium, Abu Dhabi",Ireland,field,T20,2021/22,Sri Lanka,1,0,0.44776119402985076,0.5131578947368421,0.4,0.4,1.0,0.0,1.0,1.0
2021-10-20,Netherlands,Namibia,"Zayed Cricket Stadium, Abu Dhabi",Namibia,field,T20,2021/22,Namibia,0,0,0.5555555555555556,0.7727272727272727,0.4,0.8,1.0,0.0,0.0,0.0
2021-10-20,Malawi,Seychelles,Gahanga International Cricket Stadium. Rwanda,Malawi,bat,T20,2021/22,Malawi,1,1,0.3333333333333333,0.5,0.3333333333333333,0.5,0.5,0.5,0.0,0.5
2021-10-20,Rwanda,Lesotho,Integrated Polytechnic Regional Centre,Rwanda,bat,T20,2021/22,Rwanda,1,1,0.3333333333333333,0.0,0.2,0.0,0.5,0.5,0.0,0.0
2021-10-20,Swaziland,Seychelles,Gahanga International Cricket Stadium. Rwanda,Swaziland,bat,T20,2021/22,Seychelles,0,1,0.0,0.3333333333333333,0.0,0.3333333333333333,0.5,0.5,0.5,0.3333333333333333
2021-10-20,Germany,Denmark,"Desert Springs Cricket Ground, Almeria",Denmark,field,T20,2021/22,Germany,1,0,0.631578947368421,0.2727272727272727,0.4,0.2,1.0,0.0,0.42857142857142855,0.0
2021-10-20,Italy,Jersey,"Desert Springs Cricket Ground, Almeria",Jersey,field,T20,2021/22,Jersey,0,0,0.5,0.7142857142857143,0.4,1.0,0.0,1.0,0.5,1.0
2021-10-20,Swaziland,Ghana,Integrated Polytechnic Regional Centre,Ghana,field,T20,2021/22,Ghana,0,0,0.0,0.45454545454545453,0.0,0.8,0.5,0.5,0.0,0.5
2021-10-21,Malta,Gibraltar,Marsa Sports Club,Malta,bat,T20,2021/22,Malta,1,1,0.5,0.0,0.6,0.0,1.0,0.0,0.4,0.5
2021-10-21,Nigeria,Sierra Leone,University of Lagos Cricket Oval,Sierra Leone,field,T20,2021/22,Nigeria,1,0,0.2,1.0,0.2,1.0,0.0,1.0,0.0,1.0
2021-10-21,Uganda,Ghana,Gahanga International Cricket Stadium. Rwanda,Ghana,field,T20,2021/22,Uganda,1,0,0.625,0.5,1.0,1.0,1.0,0.0,0.5,0.7142857142857143
2021-10-21,Bangladesh,Papua New Guinea,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Bangladesh,bat,T20,2021/22,Bangladesh,1,1,0.3627450980392157,0.5454545454545454,0.4,0.0,0.5,0.5,0.5,0.0
2021-10-21,Italy,Germany,"Desert Springs Cricket Ground, Almeria",Germany,field,T20,2021/22,Italy,1,0,0.4444444444444444,0.65,0.4,0.6,0.5,0.5,0.4,0.5
2021-10-21,Denmark,Jersey,"Desert Springs Cricket Ground, Almeria",Denmark,bat,T20,2021/22,Jersey,0,1,0.25,0.7333333333333333,0.0,1.0,0.0,1.0,0.0,1.0
2021-10-21,Oman,Scotland,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Oman,bat,T20,2021/22,Scotland,0,1,0.5172413793103449,0.52,0.6,0.6,0.0,1.0,0.5555555555555556,0.8
2021-10-22,Swaziland,Rwanda,Gahanga International Cricket Stadium. Rwanda,Swaziland,bat,T20,2021/22,Rwanda,0,1,0.0,0.42857142857142855,0.0,0.4,0.5,0.5,0.0,0.4
2021-10-22,Uganda,Seychelles,Integrated Polytechnic Regional Centre,Uganda,bat,T20,2021/22,Uganda,1,1,0.6470588235294118,0.5,1.0,0.5,0.5,0.5,1.0,0.5
2021-10-22,Malawi,Rwanda,Gahanga International Cricket Stadium. Rwanda,Malawi,bat,T20,2021/22,Malawi,1,1,0.5,0.5,0.5,0.4,0.5,0.5,0.5,0.5
2021-10-22,Ireland,Namibia,Sharjah Cricket Stadium,Ireland,bat,T20,2021/22,Namibia,0,1,0.5064935064935064,0.782608695652174,0.4,0.8,1.0,0.0,0.5,0.5
2021-10-22,Netherlands,Sri Lanka,Sharjah Cricket Stadium,Sri Lanka,field,T20,2021/22,Sri Lanka,0,0,0.546875,0.45185185185185184,0.4,0.4,0.0,1.0,0.5,0.5
2021-10-22,Bulgaria,Switzerland,Marsa Sports Club,Bulgaria,bat,T20,2021/22,Switzerland,0,1,0.16666666666666666,0.5,0.0,0.5,0.5,0.5,0.5,0.5
2021-10-22,Gibraltar,Switzerland,Marsa Sports Club,Gibraltar,bat,T20,2021/22,Switzerland,0,1,0.0,1.0,0.0,1.0,0.5,0.5,0.0,1.0
2021-10-23,West Indies,England,Dubai International Cricket Stadium,England,field,T20,2021/22,England,0,0,0.464,0.5390625,0.6,0.8,0.6111111111111112,0.3888888888888889,0.0,0.6666666666666666
2021-10-23,Switzerland,Malta,Marsa Sports Club,Switzerland,bat,T20,2021/22,Switzerland,1,1,1.0,0.5454545454545454,1.0,0.6,0.5,0.5,1.0,0.5
2021-10-23,Sierra Leone,Nigeria,University of Lagos Cricket Oval,Sierra Leone,bat,T20,2021/22,Nigeria,0,1,0.5,0.25,0.5,0.4,0.5,0.5,0.5,0.5
2021-10-23,Maldives,Saudi Arabia,"West End Park International Cricket Stadium, Doha",Maldives,bat,T20,2021/22,Saudi Arabia,0,1,0.3333333333333333,0.0,0.2,0.0,0.5,0.5,0.5,0.5
2021-10-23,South Africa,Australia,"Zayed Cricket Stadium, Abu Dhabi",Australia,field,T20,2021/22,Australia,0,0,0.5693430656934306,0.5177304964539007,1.0,0.2,0.38095238095238093,0.6190476190476191,0.5,0.5
2021-10-24,Bahrain,Kuwait,"West End Park International Cricket Stadium, Doha",Kuwait,field,T20,2021/22,Kuwait,0,0,0.5,0.5,0.5,0.6,0.0,1.0,0.5,0.5
2021-10-24,Bangladesh,Sri Lanka,Sharjah Cricket Stadium,Sri Lanka,field,T20,2021/22,Sri Lanka,0,0,0.36893203883495146,0.45588235294117646,0.6,0.6,0.36363636363636365,0.6363636363636364,0.5,1.0
2021-10-24,Malta,Switzerland,Marsa Sports Club,Malta,bat,T20,2021/22,Malta,1,1,0.5,1.0,0.4,1.0,0.0,1.0,0.42857142857142855,1.0
2021-10-24,Gibraltar,Bulgaria,Marsa Sports Club,Gibraltar,bat,T20,2021/22,Bulgaria,0,1,0.0,0.14285714285714285,0.0,0.0,0.5,0.5,0.0,0.0
2021-10-24,Nigeria,Sierra Leone,University of Lagos Cricket Oval,Nigeria,bat,T20,2021/22,Nigeria,1,1,0.29411764705882354,0.3333333333333333,0.6,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.3333333333333333
2021-10-24,Qatar,Maldives,"West End Park International Cricket Stadium, Doha",Maldives,field,T20,2021/22,Qatar,1,0,0.3333333333333333,0.2857142857142857,0.4,0.2,0.5,0.5,0.5,0.0
2021-10-24,India,Pakistan,Dubai International Cricket Stadium,Pakistan,field,T20,2021/22,Pakistan,0,0,0.6397058823529411,0.6242424242424243,0.6,0.6,0.8571428571428571,0.14285714285714285,0.5,0.5833333333333334
2021-10-26,West Indies,South Africa,Dubai International Cricket Stadium,South Africa,field,T20,2021/22,South Africa,0,0,0.4603174603174603,0.5652173913043478,0.4,0.8,0.4,0.6,0.0,1.0
2021-10-26,Nigeria,Sierra Leone,University of Lagos Cricket Oval,Nigeria,bat,T20,2021/22,Nigeria,1,1,0.3333333333333333,0.25,0.8,0.25,0.75,0.25,0.75,0.25
2021-10-26,New Zealand,Pakistan,Sharjah Cricket Stadium,Pakistan,field,T20,2021/22,Pakistan,0,0,0.5289855072463768,0.6265060240963856,0.4,0.6,0.4166666666666667,0.5833333333333334,0.5,0.5
2021-10-27,Scotland,Namibia,"Zayed Cricket Stadium, Abu Dhabi",Namibia,field,T20,2021/22,Namibia,0,0,0.5294117647058824,0.7916666666666666,0.8,0.8,0.0,1.0,0.5,0.5
2021-10-27,Bangladesh,England,"Zayed Cricket Stadium, Abu Dhabi",Bangladesh,bat,T20,2021/22,England,0,1,0.36538461538461536,0.5426356589147286,0.4,0.8,0.5,0.5,0.5,0.5
2021-10-27,Maldives,Bahrain,"West End Park International Cricket Stadium, Doha",Bahrain,field,T20,2021/22,Bahrain,0,0,0.25,0.3333333333333333,0.2,0.3333333333333333,0.5,0.5,0.0,0.0
2021-10-28,Maldives,Kuwait,"West End Park International Cricket Stadium, Doha",Kuwait,field,T20,2021/22,Kuwait,0,0,0.2222222222222222,0.5714285714285714,0.0,0.6,0.5,0.5,0.0,1.0
2021-10-28,Sri Lanka,Australia,Dubai International Cricket Stadium,Australia,field,T20,2021/22,Australia,0,0,0.45985401459854014,0.5211267605633803,0.8,0.4,0.5,0.5,0.5,0.3333333333333333
2021-10-28,Bahrain,Saudi Arabia,"West End Park International Cricket Stadium, Doha",Saudi Arabia,field,T20,2021/22,Bahrain,1,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0
2021-10-29,Kuwait,Qatar,"West End Park International Cricket Stadium, Doha",Kuwait,bat,T20,2021/22,Qatar,0,1,0.625,0.42857142857142855,0.8,0.4,1.0,0.0,1.0,1.0
2021-10-29,West Indies,Bangladesh,Sharjah Cricket Stadium,Bangladesh,field,T20,2021/22,West Indies,1,0,0.4566929133858268,0.3619047619047619,0.2,0.4,0.5454545454545454,0.45454545454545453,0.5,0.0
2021-10-30,Australia,England,Dubai International Cricket Stadium,England,field,T20,2021/22,England,0,0,0.5244755244755245,0.5461538461538461,0.6,0.8,0.5555555555555556,0.4444444444444444,0.42857142857142855,0.7142857142857143
2021-10-30,Sri Lanka,South Africa,Sharjah Cricket Stadium,South Africa,field,T20,2021/22,South Africa,0,0,0.45652173913043476,0.5683453237410072,0.8,0.8,0.3333333333333333,0.6666666666666666,1.0,0.5
2021-10-31,India,New Zealand,Dubai International Cricket Stadium,New Zealand,field,T20,2021/22,New Zealand,0,0,0.635036496350365,0.5251798561151079,0.4,0.4,0.42857142857142855,0.5714285714285714,0.0,0.16666666666666666
2021-11-01,England,Sri Lanka,Sharjah Cricket Stadium,Sri Lanka,field,T20,2021/22,England,1,0,0.549618320610687,0.45323741007194246,1.0,0.6,0.6666666666666666,0.3333333333333333,0.5,0.6666666666666666
2021-11-02,Pakistan,Namibia,"Zayed Cricket Stadium, Abu Dhabi",Pakistan,bat,T20,2021/22,Pakistan,1,1,0.6287425149700598,0.8,0.6,0.8,0.5,0.5,0.5,0.6666666666666666
2021-11-02,Botswana,Sierra Leone,Gahanga International Cricket Stadium. Rwanda,Botswana,bat,T20,2021/22,Botswana,1,1,0.0,0.2,0.0,0.2,0.5,0.5,0.5,0.5
2021-11-02,Tanzania,Mozambique,Gahanga International Cricket Stadium. Rwanda,Tanzania,bat,T20,2021/22,Tanzania,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2021-11-02,Bangladesh,South Africa,"Zayed Cricket Stadium, Abu Dhabi",South Africa,field,T20,2021/22,South Africa,0,0,0.3584905660377358,0.5714285714285714,0.4,0.8,0.0,1.0,0.0,0.0
2021-11-03,Mozambique,Cameroon,Gahanga International Cricket Stadium. Rwanda,Cameroon,field,T20,2021/22,Mozambique,1,0,0.0,0.5,0.0,0.5,0.5,0.5,0.0,0.5
2021-11-03,New Zealand,Scotland,Dubai International Cricket Stadium,Scotland,field,T20,2021/22,New Zealand,1,0,0.5285714285714286,0.5192307692307693,0.6,0.6,1.0,0.0,0.2857142857142857,0.5
2021-11-03,Sierra Leone,Tanzania,Gahanga International Cricket Stadium. Rwanda,Sierra Leone,bat,T20,2021/22,Tanzania,0,1,0.16666666666666666,1.0,0.0,1.0,0.5,0.5,0.0,1.0
2021-11-04,Sri Lanka,West Indies,"Zayed Cricket Stadium, Abu Dhabi",West Indies,field,T20,2021/22,Sri Lanka,1,0,0.45,0.4609375,0.4,0.4,0.5,0.5,1.0,0.5
2021-11-04,Bangladesh,Australia,Dubai International Cricket Stadium,Australia,field,T20,2021/22,Australia,0,0,0.35514018691588783,0.5208333333333334,0.2,0.6,0.4444444444444444,0.5555555555555556,0.5,0.375
2021-11-05,Mozambique,Sierra Leone,Gahanga International Cricket Stadium. Rwanda,Mozambique,bat,T20,2021/22,Sierra Leone,0,1,0.5,0.14285714285714285,0.5,0.0,0.5,0.5,0.5,0.0
2021-11-05,Cameroon,Botswana,Gahanga International Cricket Stadium. Rwanda,Cameroon,bat,T20,2021/22,Botswana,0,1,0.0,0.125,0.0,0.2,0.5,0.5,0.0,1.0
2021-11-05,New Zealand,Namibia,Sharjah Cricket Stadium,Namibia,field,T20,2021/22,New Zealand,1,0,0.5319148936170213,0.7692307692307693,0.6,0.6,0.5,0.5,0.0,1.0
2021-11-05,Scotland,India,Dubai International Cricket Stadium,India,field,T20,2021/22,India,0,0,0.5094339622641509,0.6304347826086957,0.6,0.2,0.5,0.5,0.4444444444444444,0.0
2021-11-06,Tanzania,Cameroon,Gahanga International Cricket Stadium. Rwanda,Tanzania,bat,T20,2021/22,Tanzania,1,1,1.0,0.0,1.0,0.0,0.5,0.5,1.0,0.0
2021-11-06,West Indies,Australia,"Zayed Cricket Stadium, Abu Dhabi",Australia,field,T20,2021/22,Australia,0,0,0.4573643410852713,0.5241379310344828,0.2,0.6,0.625,0.375,0.0,1.0
2021-11-06,South Africa,England,Sharjah Cricket Stadium,England,field,T20,2021/22,South Africa,1,0,0.574468085106383,0.553030303030303,0.8,1.0,0.45,0.55,1.0,1.0
2021-11-06,Botswana,Mozambique,Gahanga International Cricket Stadium. Rwanda,Botswana,bat,T20,2021/22,Botswana,1,1,0.2222222222222222,0.3333333333333333,0.4,0.3333333333333333,0.5,0.5,1.0,0.3333333333333333
2021-11-07,Tanzania,Botswana,Gahanga International Cricket Stadium. Rwanda,Tanzania,bat,T20,2021/22,Tanzania,1,1,1.0,0.3,1.0,0.6,0.5,0.5,1.0,1.0
2021-11-07,Cameroon,Sierra Leone,Gahanga International Cricket Stadium. Rwanda,Cameroon,bat,T20,2021/22,Sierra Leone,0,1,0.0,0.25,0.0,0.2,0.5,0.5,0.0,0.3333333333333333
2021-11-07,Belize,United States of America,"Coolidge Cricket Ground, Antigua",United States of America,field,T20,2021/22,United States of America,0,0,0.5,0.2857142857142857,0.5,0.4,0.5,0.5,0.5,0.5
2021-11-07,Pakistan,Scotland,Sharjah Cricket Stadium,Pakistan,bat,T20,2021/22,Pakistan,1,1,0.6309523809523809,0.5,0.8,0.4,1.0,0.0,1.0,0.5
2021-11-08,Namibia,India,Dubai International Cricket Stadium,India,field,T20,2021/22,India,0,0,0.7407407407407407,0.6330935251798561,0.6,0.2,0.5,0.5,0.6,0.3333333333333333
2021-11-08,United States of America,Bermuda,"Sir Vivian Richards Stadium, North Sound, Antigua",United States of America,bat,T20,2021/22,United States of America,1,1,0.375,0.36363636363636365,0.4,0.0,0.0,1.0,0.5,0.5
2021-11-08,Belize,Panama,"Coolidge Cricket Ground, Antigua",Belize,bat,T20,2021/22,Belize,1,1,0.0,0.5,0.0,0.5,0.5,0.5,0.0,0.5
2021-11-08,Bahamas,Argentina,"Sir Vivian Richards Stadium, North Sound, Antigua",Bahamas,bat,T20,2021/22,Bahamas,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2021-11-08,Canada,Belize,"Coolidge Cricket Ground, Antigua",Canada,bat,T20,2021/22,Canada,1,1,0.42105263157894735,0.5,0.4,0.5,0.5,0.5,0.5,0.5
2021-11-10,Bermuda,Bahamas,"Coolidge Cricket Ground, Antigua",Bahamas,field,T20,2021/22,Bermuda,1,0,0.3333333333333333,1.0,0.0,1.0,0.5,0.5,0.5,0.5
2021-11-10,Argentina,Belize,"Sir Vivian Richards Stadium, North Sound, Antigua",Argentina,bat,T20,2021/22,Argentina,1,1,0.0,0.3333333333333333,0.0,0.3333333333333333,0.5,0.5,0.0,0.5
2021-11-10,England,New Zealand,"Zayed Cricket Stadium, Abu Dhabi",New Zealand,field,T20,2021/22,New Zealand,0,0,0.5488721804511278,0.5352112676056338,0.8,0.8,0.631578947368421,0.3684210526315789,1.0,0.5
2021-11-11,Argentina,United States of America,"Sir Vivian Richards Stadium, North Sound, Antigua",Argentina,bat,T20,2021/22,United States of America,0,1,0.5,0.4444444444444444,0.5,0.6,0.5,0.5,0.5,1.0
2021-11-11,Pakistan,Australia,Dubai International Cricket Stadium,Australia,field,T20,2021/22,Australia,0,0,0.6331360946745562,0.5273972602739726,1.0,0.8,0.5714285714285714,0.42857142857142855,0.6,0.4444444444444444
2021-11-13,Panama,Bahamas,"Coolidge Cricket Ground, Antigua",Bahamas,field,T20,2021/22,Panama,1,0,0.0,0.5,0.0,0.5,0.5,0.5,0.0,0.0
2021-11-13,Argentina,Canada,"Sir Vivian Richards Stadium, North Sound, Antigua",Argentina,bat,T20,2021/22,Canada,0,1,0.3333333333333333,0.45,0.3333333333333333,0.4,0.5,0.5,0.3333333333333333,0.5
2021-11-13,Bahamas,United States of America,"Coolidge Cricket Ground, Antigua",Bahamas,bat,T20,2021/22,United States of America,0,1,0.3333333333333333,0.5,0.3333333333333333,0.8,0.5,0.5,0.0,1.0
2021-11-13,Belize,Bermuda,"Sir Vivian Richards Stadium, North Sound, Antigua",Belize,bat,T20,2021/22,Bermuda,0,1,0.25,0.38461538461538464,0.25,0.2,0.5,0.5,0.0,0.0
2021-11-14,New Zealand,Australia,Dubai International Cricket Stadium,Australia,field,T20,2021/22,Australia,0,0,0.5384615384615384,0.5306122448979592,0.8,0.8,0.3076923076923077,0.6923076923076923,0.375,0.5
2021-11-14,Canada,Panama,"Coolidge Cricket Ground, Antigua",Canada,bat,T20,2021/22,Canada,1,1,0.47619047619047616,0.5,0.4,0.5,0.5,0.5,1.0,0.5
2021-11-17,New Zealand,India,"Sawai Mansingh Stadium, Jaipur",India,field,T20,2021/22,India,0,0,0.5347222222222222,0.6357142857142857,0.8,0.4,0.6,0.4,0.5,0.5
2021-11-17,Nigeria,Tanzania,Gahanga International Cricket Stadium. Rwanda,Nigeria,bat,T20,2021/22,Tanzania,0,1,0.3684210526315789,1.0,0.8,1.0,0.5,0.5,0.5,1.0
2021-11-17,Tanzania,Kenya,Integrated Polytechnic Regional Centre,Tanzania,bat,T20,2021/22,Tanzania,1,1,1.0,0.43333333333333335,1.0,0.6,0.5,0.5,0.5,0.5
2021-11-17,Uganda,Nigeria,Gahanga International Cricket Stadium. Rwanda,Uganda,bat,T20,2021/22,Uganda,1,1,0.6666666666666666,0.35,1.0,0.8,1.0,0.0,1.0,0.0
2021-11-17,Kenya,Uganda,Integrated Polytechnic Regional Centre,Kenya,bat,T20,2021/22,Kenya,1,1,0.41935483870967744,0.6842105263157895,0.4,1.0,0.6666666666666666,0.3333333333333333,0.0,1.0
2021-11-18,Tanzania,Kenya,Gahanga International Cricket Stadium. Rwanda,Tanzania,bat,T20,2021/22,Kenya,0,1,1.0,0.4375,1.0,0.4,1.0,0.0,1.0,0.5
2021-11-18,Nigeria,Uganda,Integrated Polytechnic Regional Centre,Uganda,field,T20,2021/22,Uganda,0,0,0.3333333333333333,0.65,0.6,0.8,0.0,1.0,0.5,0.8333333333333334
2021-11-18,Nigeria,Kenya,Integrated Polytechnic Regional Centre,Nigeria,bat,T20,2021/22,Kenya,0,1,0.3181818181818182,0.45454545454545453,0.4,0.4,0.3333333333333333,0.6666666666666666,0.0,0.5
2021-11-18,Tanzania,Uganda,Gahanga International Cricket Stadium. Rwanda,Tanzania,bat,T20,2021/22,Uganda,0,1,0.8571428571428571,0.6666666666666666,0.8,0.8,0.5,0.5,0.8333333333333334,1.0
2021-11-19,Bangladesh,Pakistan,"Shere Bangla National Stadium, Mirpur",Bangladesh,bat,T20,2021/22,Pakistan,0,1,0.35185185185185186,0.6294117647058823,0.0,0.8,0.16666666666666666,0.8333333333333334,0.6875,0.5
2021-11-19,New Zealand,India,"JSCA International Stadium Complex, Ranchi",India,field,T20,2021/22,India,0,0,0.5310344827586206,0.6382978723404256,0.6,0.6,0.5625,0.4375,0.5,0.5
2021-11-20,Tanzania,Nigeria,Integrated Polytechnic Regional Centre,Tanzania,bat,T20,2021/22,Tanzania,1,1,0.75,0.30434782608695654,0.6,0.2,1.0,0.0,1.0,0.0
2021-11-20,Kenya,Nigeria,Integrated Polytechnic Regional Centre,Nigeria,field,T20,2021/22,Kenya,1,0,0.47058823529411764,0.2916666666666667,0.6,0.0,0.75,0.25,0.6666666666666666,0.0
2021-11-20,Tanzania,Uganda,Gahanga International Cricket Stadium. Rwanda,Uganda,field,T20,2021/22,Uganda,0,0,0.7777777777777778,0.6818181818181818,0.6,0.8,0.0,1.0,0.7142857142857143,1.0
2021-11-20,Bangladesh,Pakistan,"Shere Bangla National Stadium, Mirpur",Bangladesh,bat,T20,2021/22,Pakistan,0,1,0.3486238532110092,0.631578947368421,0.0,0.8,0.15384615384615385,0.8461538461538461,0.6470588235294118,1.0
2021-11-20,Kenya,Uganda,Gahanga International Cricket Stadium. Rwanda,Kenya,bat,T20,2021/22,Uganda,0,1,0.4857142857142857,0.6956521739130435,0.8,0.8,0.75,0.25,1.0,1.0
2021-11-21,India,New Zealand,"Eden Gardens, Kolkata",India,bat,T20,2021/22,India,1,1,0.6408450704225352,0.5273972602739726,0.8,0.4,0.47058823529411764,0.5294117647058824,0.5,0.5
2021-11-22,Bangladesh,Pakistan,"Shere Bangla National Stadium, Mirpur",Bangladesh,bat,T20,2021/22,Pakistan,0,1,0.34545454545454546,0.6337209302325582,0.0,0.8,0.14285714285714285,0.8571428571428571,0.6111111111111112,1.0
2021-12-13,Pakistan,West Indies,"National Stadium, Karachi",West Indies,field,T20,2021/22,Pakistan,1,0,0.6358381502890174,0.45384615384615384,0.8,0.2,0.8,0.2,0.5,0.5
2021-12-14,Pakistan,West Indies,"National Stadium, Karachi",Pakistan,bat,T20,2021/22,Pakistan,1,1,0.6379310344827587,0.45038167938931295,0.8,0.2,0.8125,0.1875,1.0,0.0
