date,team1,team2,venue,toss_winner,toss_decision,match_type,season,winner,team1_won,toss_winner_is_team1,team1_historical_win_rate,team2_historical_win_rate,team1_recent_win_rate,team2_recent_win_rate,team1_h2h_win_rate,team2_h2h_win_rate,team1_venue_win_rate,team2_venue_win_rate,actual,predicted,team1_probability,team2_probability,correct_prediction,confidence,confidence_level,year,historical_difference
2026-05-03,Austria,Germany,Bayer Uerdingen Cricket Ground,Austria,bat,T20,2026,Germany,0,1,0.7142857142857143,0.5932203389830508,0.4,0.6,0.25,0.75,0.5714285714285714,0.7777777777777778,0,0,0.4320411053631258,0.5679588946368742,True,0.5679588946368742,LOW,2026,0.12106537530266348
2026-05-04,Malaysia,Indonesia,"Bayuemas Oval, Kuala Lumpur",Malaysia,bat,T20,2026,Malaysia,1,1,0.5887850467289719,0.4845360824742268,0.6,0.2,1.0,0.0,0.6176470588235294,0.0,1,1,0.7308472045293418,0.2691527954706582,True,0.7308472045293418,HIGH,2026,0.10424896425474511
2026-05-05,Indonesia,Malaysia,"Bayuemas Oval, Kuala Lumpur",Indonesia,bat,T20,2026,Malaysia,0,1,0.4795918367346938,0.5925925925925926,0.2,0.6,0.0,1.0,0.0,0.6285714285714286,0,0,0.2723098111266303,0.7276901888733698,True,0.7276901888733698,HIGH,2026,0.11300075585789876
2026-05-07,Malta,Gibraltar,Marsa Sports Club,Gibraltar,field,T20,2026,Malta,1,0,0.4090909090909091,0.3191489361702128,0.4,0.6,0.75,0.25,0.5161290322580645,0.1111111111111111,1,1,0.5436308354530277,0.4563691645469723,True,0.5436308354530277,LOW,2026,0.08994197292069633
2026-05-07,Malta,Gibraltar,Marsa Sports Club,Malta,bat,T20,2026,Malta,1,1,0.417910447761194,0.3125,0.6,0.4,0.7777777777777778,0.2222222222222222,0.53125,0.1,1,1,0.6068861150012549,0.3931138849987451,True,0.6068861150012549,MEDIUM,2026,0.10541044776119401
2026-05-08,Indonesia,Philippines,Sano International Cricket Ground,Philippines,field,T20,2026,Indonesia,1,0,0.4747474747474747,0.4594594594594595,0.2,0.8,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.5,1,0,0.38330711816510926,0.6166928818348907,False,0.6166928818348907,MEDIUM,2026,0.015288015288015211
2026-05-08,South Korea,Cook Islands,"Korogi Sports Park, Nisshin",Cook Islands,field,T20,2026,Cook Islands,0,0,0.1176470588235294,0.5,0.2,0.2,0.5,0.5,0.5,0.5,0,0,0.43913070637618407,0.560869293623816,True,0.560869293623816,LOW,2026,0.3823529411764706
2026-05-08,Vanuatu,Fiji,"Korogi Sports Park, Nisshin",Vanuatu,bat,T20,2026,Vanuatu,1,1,0.3870967741935484,0.5454545454545454,0.2,0.6,0.6666666666666666,0.3333333333333333,0.5,0.5,1,0,0.4650922408289219,0.534907759171078,False,0.534907759171078,LOW,2026,0.15835777126099704
2026-05-08,Cyprus,Finland,Happy Valley Ground,Cyprus,bat,T20,2026,Finland,0,1,0.6060606060606061,0.4482758620689655,0.8,0.6,0.0,1.0,0.5,0.5,0,0,0.3806714485863887,0.6193285514136113,True,0.6193285514136113,MEDIUM,2026,0.15778474399164055
2026-05-08,Malta,Gibraltar,Marsa Sports Club,Malta,bat,T20,2026,Malta,1,1,0.4264705882352941,0.3061224489795918,0.8,0.2,0.8,0.2,0.5454545454545454,0.0909090909090909,1,1,0.6614262554202575,0.33857374457974254,True,0.6614262554202575,MEDIUM,2026,0.12034813925570231
2026-05-08,Cyprus,Finland,Happy Valley Ground,Cyprus,bat,T20,2026,Cyprus,1,1,0.5882352941176471,0.4666666666666667,0.6,0.8,0.0,1.0,0.4615384615384615,1.0,1,0,0.2979595682028769,0.7020404317971232,False,0.7020404317971232,HIGH,2026,0.1215686274509804
2026-05-08,Romania,Bulgaria,"Moara Vlasiei Cricket Ground, Ilfov County",Romania,bat,T20,2026,Romania,1,1,0.6037735849056604,0.3478260869565217,0.4,0.2,0.8571428571428571,0.1428571428571428,0.5909090909090909,0.0,1,1,0.7080431594914892,0.2919568405085108,True,0.7080431594914892,HIGH,2026,0.2559474979491387
2026-05-08,Gibraltar,Malta,Marsa Sports Club,Gibraltar,bat,T20,2026,Malta,0,1,0.3,0.4347826086956521,0.2,0.8,0.1818181818181818,0.8181818181818182,0.0833333333333333,0.5588235294117647,0,0,0.2622098138255769,0.7377901861744232,True,0.7377901861744232,HIGH,2026,0.13478260869565212
2026-05-09,Finland,Cyprus,Happy Valley Ground,Finland,bat,T20,2026,Finland,1,1,0.46875,0.5833333333333334,0.6,0.4,0.75,0.25,0.6666666666666666,0.4666666666666667,1,1,0.5764215657093688,0.42357843429063124,True,0.5764215657093688,LOW,2026,0.11458333333333337
2026-05-09,Japan,Vanuatu,"Korogi Sports Park, Nisshin",Japan,bat,T20,2026,Japan,1,1,0.673469387755102,0.40625,0.6,0.2,0.5,0.5,0.5,1.0,1,1,0.5707528710608173,0.4292471289391827,True,0.5707528710608173,LOW,2026,0.267219387755102
2026-05-09,Papua New Guinea,South Korea,"Korogi Sports Park, Nisshin",Papua New Guinea,bat,T20,2026,Papua New Guinea,1,1,0.5087719298245614,0.1111111111111111,0.2,0.2,0.5,0.5,0.5,0.0,1,1,0.6119012899112891,0.3880987100887109,True,0.6119012899112891,MEDIUM,2026,0.3976608187134503
2026-05-09,Indonesia,Samoa,Sano International Cricket Ground,Samoa,field,T20,2026,Samoa,0,0,0.48,0.217391304347826,0.2,0.2,0.5,0.5,0.7142857142857143,0.5,0,1,0.5791585974468598,0.4208414025531402,False,0.5791585974468598,LOW,2026,0.262608695652174
2026-05-09,Romania,Bulgaria,"Moara Vlasiei Cricket Ground, Ilfov County",Romania,bat,T20,2026,Romania,1,1,0.6111111111111112,0.3404255319148936,0.4,0.0,0.875,0.125,0.6086956521739131,0.0,1,1,0.7484783962786672,0.2515216037213328,True,0.7484783962786672,HIGH,2026,0.27068557919621755
2026-05-09,Gibraltar,Malta,Marsa Sports Club,Gibraltar,bat,T20,2026,Malta,0,1,0.2941176470588235,0.4428571428571428,0.0,1.0,0.1666666666666666,0.8333333333333334,0.0769230769230769,0.5714285714285714,0,0,0.22124259843448196,0.7787574015655181,True,0.7787574015655181,HIGH,2026,0.1487394957983193
2026-05-09,Finland,Cyprus,Happy Valley Ground,Finland,bat,T20,2026,Finland,1,1,0.4516129032258064,0.6,0.6,0.6,0.6666666666666666,0.3333333333333333,0.5,0.5,1,0,0.4883652253662697,0.5116347746337303,False,0.5116347746337303,LOW,2026,0.1483870967741936
2026-05-09,Romania,Bulgaria,"Moara Vlasiei Cricket Ground, Ilfov County",Romania,bat,T20,2026,Romania,1,1,0.6181818181818182,0.3333333333333333,0.4,0.0,0.8888888888888888,0.1111111111111111,0.625,0.0,1,1,0.7542174395458461,0.24578256045415392,True,0.7542174395458461,HIGH,2026,0.28484848484848485
2026-05-10,Romania,Bulgaria,"Moara Vlasiei Cricket Ground, Ilfov County",Romania,bat,T20,2026,Romania,1,1,0.625,0.3265306122448979,0.6,0.0,0.9,0.1,0.64,0.0,1,1,0.7636344474053257,0.2363655525946743,True,0.7636344474053257,HIGH,2026,0.2984693877551021
2026-05-10,Papua New Guinea,Cook Islands,"Korogi Sports Park, Nisshin",Papua New Guinea,bat,T20,2026,Papua New Guinea,1,1,0.5172413793103449,0.5294117647058824,0.4,0.2,0.5,0.5,1.0,1.0,1,1,0.5641746350356199,0.43582536496438007,True,0.5641746350356199,LOW,2026,0.012170385395537497
2026-05-10,Fiji,Japan,"Korogi Sports Park, Nisshin",Fiji,bat,T20,2026,Japan,0,1,0.5,0.68,0.6,0.8,0.5,0.5,0.0,1.0,0,0,0.33023948081390614,0.6697605191860938,True,0.6697605191860938,MEDIUM,2026,0.18000000000000005
2026-05-10,Samoa,Philippines,Sano International Cricket Ground,Samoa,bat,T20,2026,Samoa,1,1,0.25,0.4473684210526316,0.2,0.6,0.5,0.5,1.0,0.0,1,0,0.4822380347060283,0.5177619652939718,False,0.5177619652939718,LOW,2026,0.19736842105263158
2026-05-12,Philippines,South Korea,Sano International Cricket Ground 2,Philippines,bat,T20,2026,Philippines,1,1,0.4358974358974359,0.1052631578947368,0.6,0.2,0.8333333333333334,0.1666666666666666,0.5,0.5,1,1,0.6539560345818711,0.3460439654181289,True,0.6539560345818711,MEDIUM,2026,0.3306342780026991
2026-05-12,Japan,Indonesia,Sano International Cricket Ground,Japan,bat,T20,2026,Japan,1,1,0.6862745098039216,0.4752475247524752,1.0,0.2,0.7142857142857143,0.2857142857142857,0.8125,0.625,1,1,0.6831278087032007,0.31687219129679933,True,0.6831278087032007,MEDIUM,2026,0.21102698505144635
2026-05-12,Vanuatu,Samoa,Sano International Cricket Ground,Vanuatu,bat,T20,2026,Samoa,0,1,0.3939393939393939,0.28,0.2,0.4,0.5,0.5,0.5,1.0,0,0,0.4582098000251956,0.5417901999748044,True,0.5417901999748044,LOW,2026,0.1139393939393939
2026-05-13,Fiji,South Korea,Sano International Cricket Ground 2,Fiji,bat,T20,2026,South Korea,0,1,0.4615384615384615,0.1,0.4,0.2,0.5,0.5,0.5,0.0,0,1,0.6073529496927464,0.39264705030725355,False,0.6073529496927464,MEDIUM,2026,0.3615384615384615
2026-05-13,Cook Islands,Vanuatu,Sano International Cricket Ground,Cook Islands,bat,T20,2026,Cook Islands,1,1,0.5,0.3823529411764705,0.2,0.2,0.75,0.25,0.2,0.0,1,1,0.6163971510498975,0.38360284895010255,True,0.6163971510498975,MEDIUM,2026,0.1176470588235295
2026-05-13,Samoa,Papua New Guinea,Sano International Cricket Ground,Samoa,bat,T20,2026,Papua New Guinea,0,1,0.3076923076923077,0.5254237288135594,0.6,0.6,1.0,0.0,1.0,0.5,0,1,0.5938793100564145,0.4061206899435855,False,0.5938793100564145,LOW,2026,0.21773142112125166
2026-05-14,Fiji,Philippines,Sano International Cricket Ground 2,Fiji,bat,T20,2026,Philippines,0,1,0.4285714285714285,0.45,0.4,0.6,0.5,0.5,0.0,1.0,0,0,0.36673547856061406,0.6332645214393859,True,0.6332645214393859,MEDIUM,2026,0.02142857142857152
2026-05-14,Japan,Cook Islands,Sano International Cricket Ground,Japan,bat,T20,2026,Cook Islands,0,1,0.6923076923076923,0.5263157894736842,1.0,0.4,1.0,0.0,0.8235294117647058,0.3333333333333333,0,1,0.7233224235935787,0.2766775764064213,False,0.7233224235935787,HIGH,2026,0.1659919028340081
2026-05-14,Papua New Guinea,Indonesia,Sano International Cricket Ground,Papua New Guinea,bat,T20,2026,Papua New Guinea,1,1,0.5333333333333333,0.4705882352941176,0.6,0.2,0.5,0.5,1.0,0.5555555555555556,1,1,0.6088973214440287,0.39110267855597125,True,0.6088973214440287,MEDIUM,2026,0.06274509803921574
2026-05-16,Philippines,South Korea,Sano International Cricket Ground 2,Philippines,bat,T20,2026,South Korea,0,1,0.4634146341463415,0.1428571428571428,0.6,0.2,0.8571428571428571,0.1428571428571428,1.0,0.5,0,1,0.7063766593613843,0.2936233406386157,False,0.7063766593613843,HIGH,2026,0.3205574912891987
2026-05-16,Malta,Austria,Happy Valley Ground 2,Austria,field,T20,2026,Austria,0,0,0.4507042253521127,0.703125,1.0,0.4,0.0,1.0,0.5,0.5,0,0,0.36208546247662043,0.6379145375233796,True,0.6379145375233796,MEDIUM,2026,0.2524207746478873
2026-05-16,Switzerland,Jersey,Happy Valley Ground,Switzerland,bat,T20,2026,Jersey,0,1,0.6428571428571429,0.6590909090909091,0.8,0.8,0.0,1.0,0.5,0.5,0,0,0.33186906715562825,0.6681309328443717,True,0.6681309328443717,MEDIUM,2026,0.016233766233766156
2026-05-16,Cyprus,France,Happy Valley Ground,Cyprus,bat,T20,2026,France,0,1,0.5675675675675675,0.4615384615384615,0.2,0.6,0.5,0.5,0.4375,0.5,0,0,0.47007199007224715,0.5299280099277528,True,0.5299280099277528,LOW,2026,0.10602910602910603
2026-05-16,Guernsey,Sweden,Happy Valley Ground 2,Sweden,field,T20,2026,Guernsey,1,0,0.5428571428571428,0.5,0.4,0.8,0.5,0.5,0.5,0.5,1,0,0.4266375802876483,0.5733624197123517,False,0.5733624197123517,LOW,2026,0.042857142857142816
2026-05-16,Samoa,Japan,Sano International Cricket Ground,Samoa,bat,T20,2026,Japan,0,1,0.2962962962962963,0.6792452830188679,0.6,0.8,0.0,1.0,0.75,0.7777777777777778,0,0,0.25784131769956575,0.7421586823004342,True,0.7421586823004342,HIGH,2026,0.3829489867225716
2026-05-16,Vanuatu,Indonesia,Sano International Cricket Ground,Indonesia,field,T20,2026,Vanuatu,1,0,0.3714285714285714,0.4660194174757281,0.2,0.2,0.5,0.5,0.0,0.5,1,0,0.4556335776193478,0.5443664223806521,False,0.5443664223806521,LOW,2026,0.09459084604715673
2026-05-17,Jersey,Cyprus,Happy Valley Ground 2,Jersey,bat,T20,2026,Jersey,1,1,0.6666666666666666,0.5526315789473685,0.8,0.2,0.5,0.5,0.5,0.8571428571428571,1,1,0.5707266453258113,0.4292733546741887,True,0.5707266453258113,LOW,2026,0.11403508771929816
2026-05-17,Cook Islands,Indonesia,Sano International Cricket Ground,Indonesia,field,T20,2026,Cook Islands,1,0,0.55,0.4615384615384615,0.6,0.2,0.5,0.5,0.4285714285714285,0.4545454545454545,1,1,0.559923461330538,0.44007653866946195,True,0.559923461330538,LOW,2026,0.08846153846153854
2026-05-17,Slovenia,Austria,Happy Valley Ground,Slovenia,bat,T20,2026,Austria,0,1,0.0666666666666666,0.7076923076923077,0.0,0.4,0.0,1.0,0.5,0.5,0,0,0.2567249891962995,0.7432750108037005,True,0.7432750108037005,HIGH,2026,0.6410256410256412
2026-05-17,Papua New Guinea,Vanuatu,Sano International Cricket Ground,Papua New Guinea,bat,T20,2026,Papua New Guinea,1,1,0.5409836065573771,0.3888888888888889,0.8,0.4,1.0,0.0,1.0,0.3333333333333333,1,1,0.7126110022308948,0.2873889977691052,True,0.7126110022308948,HIGH,2026,0.1520947176684882
2026-05-17,Malta,Guernsey,Happy Valley Ground,Guernsey,field,T20,2026,Guernsey,0,0,0.4444444444444444,0.5555555555555556,0.8,0.6,0.0,1.0,0.5,0.5,0,0,0.3298283491407463,0.6701716508592537,True,0.6701716508592537,MEDIUM,2026,0.11111111111111116
2026-05-17,Fiji,South Korea,Sano International Cricket Ground 2,South Korea,field,T20,2026,South Korea,0,0,0.4,0.1818181818181818,0.2,0.4,0.0,1.0,0.0,0.6666666666666666,0,0,0.31794038466393637,0.6820596153360636,True,0.6820596153360636,MEDIUM,2026,0.21818181818181823
2026-05-17,France,Croatia,Happy Valley Ground 2,France,bat,T20,2026,France,1,1,0.475,0.1428571428571428,0.8,0.0,0.5,0.5,0.5,0.5,1,1,0.6259722690466181,0.37402773095338193,True,0.6259722690466181,MEDIUM,2026,0.3321428571428572
2026-05-18,Japan,Papua New Guinea,Sano International Cricket Ground,Japan,bat,T20,2026,Japan,1,1,0.6851851851851852,0.5483870967741935,0.8,1.0,0.0,1.0,0.7894736842105263,1.0,1,0,0.3097978791659145,0.6902021208340855,False,0.6902021208340855,MEDIUM,2026,0.13679808841099173
2026-05-18,Cook Islands,Samoa,Sano International Cricket Ground,Samoa,field,T20,2026,Samoa,0,0,0.5714285714285714,0.2857142857142857,0.8,0.6,1.0,0.0,0.5,0.6,0,1,0.626393399411801,0.37360660058819894,False,0.626393399411801,MEDIUM,2026,0.2857142857142857
2026-05-19,Guernsey,Austria,Happy Valley Ground 2,Austria,field,T20,2026,Guernsey,1,0,0.5675675675675675,0.7121212121212122,0.8,0.6,0.0,1.0,1.0,0.6666666666666666,1,0,0.38076702102801335,0.6192329789719866,False,0.6192329789719866,MEDIUM,2026,0.1445536445536446
2026-05-19,Slovenia,Sweden,Happy Valley Ground 2,Slovenia,bat,T20,2026,Sweden,0,1,0.0625,0.4864864864864865,0.0,0.6,0.0,1.0,0.5,0.0,0,0,0.2661033883060771,0.733896611693923,True,0.733896611693923,HIGH,2026,0.4239864864864865
2026-05-19,France,Jersey,Happy Valley Ground,Jersey,field,T20,2026,Jersey,0,0,0.4878048780487805,0.6739130434782609,0.8,0.8,0.5,0.5,1.0,1.0,0,0,0.4250494461443791,0.5749505538556209,True,0.5749505538556209,LOW,2026,0.1861081654294804
2026-05-19,Croatia,Switzerland,Happy Valley Ground,Croatia,bat,T20,2026,Croatia,1,1,0.1379310344827586,0.6206896551724138,0.0,0.6,0.0,1.0,0.5,0.0,1,0,0.27093617717099167,0.7290638228290083,False,0.7290638228290083,HIGH,2026,0.48275862068965525
2026-05-20,Slovenia,Guernsey,Happy Valley Ground,Slovenia,bat,T20,2026,Guernsey,0,1,0.0588235294117647,0.5789473684210527,0.0,1.0,0.0,1.0,0.0,1.0,0,0,0.13381274721353983,0.8661872527864601,True,0.8661872527864601,HIGH,2026,0.5201238390092879
2026-05-20,Switzerland,Cyprus,Happy Valley Ground 2,Cyprus,field,T20,2026,Switzerland,1,0,0.6,0.5384615384615384,0.6,0.2,0.5,0.5,0.5,0.75,1,1,0.5524251166041864,0.44757488339581364,True,0.5524251166041864,LOW,2026,0.06153846153846154
2026-05-20,Sweden,Malta,Happy Valley Ground,Malta,field,T20,2026,Malta,0,0,0.5,0.4383561643835616,0.6,0.6,0.5,0.5,0.5,0.0,0,1,0.5035668197123717,0.4964331802876283,False,0.5035668197123717,LOW,2026,0.06164383561643838
2026-05-20,Jersey,Croatia,Happy Valley Ground 2,Croatia,field,T20,2026,Jersey,1,0,0.6808510638297872,0.1666666666666666,1.0,0.2,0.5,0.5,1.0,0.0,1,1,0.7095306163773981,0.2904693836226019,True,0.7095306163773981,HIGH,2026,0.5141843971631206
2026-05-22,Austria,Sweden,Happy Valley Ground 2,Sweden,field,T20,2026,Sweden,0,0,0.7014925373134329,0.4871794871794871,0.6,0.4,1.0,0.0,0.5,0.5,0,1,0.677513449738784,0.322486550261216,False,0.677513449738784,MEDIUM,2026,0.21431305013394575
2026-05-22,Croatia,Cyprus,Happy Valley Ground,Cyprus,field,T20,2026,Croatia,1,0,0.1612903225806451,0.525,0.2,0.0,0.0,1.0,1.0,0.4117647058823529,1,0,0.41983900019562653,0.5801609998043735,False,0.5801609998043735,LOW,2026,0.3637096774193549
2026-05-22,Slovenia,Malta,Happy Valley Ground 2,Slovenia,bat,T20,2026,Malta,0,1,0.0555555555555555,0.4459459459459459,0.0,0.6,0.5,0.5,0.0,0.0,0,0,0.33189203142045365,0.6681079685795464,True,0.6681079685795464,MEDIUM,2026,0.39039039039039036
2026-05-22,France,Switzerland,Happy Valley Ground,France,bat,T20,2026,France,1,1,0.4761904761904761,0.6129032258064516,0.6,0.6,0.0,1.0,0.5,0.0,1,0,0.3611460350727596,0.6388539649272404,False,0.6388539649272404,MEDIUM,2026,0.13671274961597552
2026-05-23,Cameroon,Rwanda,"Botswana Cricket Association Oval 1, Gaborone",Rwanda,field,T20,2026,Rwanda,0,0,0.1333333333333333,0.3225806451612903,0.4,0.4,0.5,0.5,0.5,0.5,0,0,0.4244439869118495,0.5755560130881505,True,0.5755560130881505,LOW,2026,0.189247311827957
2026-05-23,France,Sweden,Happy Valley Ground 2,Sweden,field,T20,2026,Sweden,0,0,0.4883720930232558,0.5,0.8,0.4,1.0,0.0,1.0,0.6666666666666666,0,1,0.6691036550739312,0.3308963449260688,False,0.6691036550739312,MEDIUM,2026,0.011627906976744207
2026-05-23,Malta,Switzerland,Happy Valley Ground,Switzerland,field,T20,2026,Switzerland,0,0,0.4533333333333333,0.59375,0.6,0.4,0.25,0.75,0.5,0.0,0,0,0.45530803033940503,0.544691969660595,True,0.544691969660595,LOW,2026,0.1404166666666667
2026-05-23,Croatia,Austria,Happy Valley Ground,Croatia,bat,T20,2026,Austria,0,1,0.1875,0.6911764705882353,0.4,0.4,0.5,0.5,1.0,1.0,0,0,0.4236902767080321,0.5763097232919678,True,0.5763097232919678,LOW,2026,0.5036764705882353
2026-05-23,Guernsey,Jersey,Happy Valley Ground 2,Guernsey,bat,T20,2026,Jersey,0,1,0.5897435897435898,0.6875,1.0,1.0,0.25,0.75,1.0,1.0,0,0,0.35746281477802133,0.6425371852219787,True,0.6425371852219787,MEDIUM,2026,0.09775641025641024
2026-05-23,Kenya,Mali,"Botswana Cricket Association Oval 2, Gaborone",Kenya,bat,T20,2026,Kenya,1,1,0.532608695652174,0.0,0.4,0.0,1.0,0.0,0.5,0.5,1,1,0.7483032282194471,0.25169677178055294,True,0.7483032282194471,HIGH,2026,0.532608695652174
2026-05-23,Botswana,Sierra Leone,"Botswana Cricket Association Oval 1, Gaborone",Sierra Leone,field,T20,2026,Botswana,1,0,0.38,0.3333333333333333,1.0,0.2,1.0,0.0,1.0,0.5,1,1,0.7104141556534124,0.28958584434658763,True,0.7104141556534124,HIGH,2026,0.04666666666666669
2026-05-24,Rwanda,Ivory Coast,"Botswana Cricket Association Oval 1, Gaborone",Rwanda,bat,T20,2026,Rwanda,1,1,0.3297872340425531,0.0,0.4,0.0,0.5,0.5,1.0,0.5,1,1,0.640538621455845,0.35946137854415505,True,0.640538621455845,MEDIUM,2026,0.3297872340425531
2026-05-24,Sierra Leone,Cameroon,"Botswana Cricket Association Oval 2, Gaborone",Cameroon,field,T20,2026,Cameroon,0,0,0.325,0.125,0.2,0.4,1.0,0.0,0.5,0.5,0,1,0.611028154546367,0.38897184545363295,False,0.611028154546367,MEDIUM,2026,0.2
2026-05-24,Mali,Botswana,"Botswana Cricket Association Oval 1, Gaborone",Mali,bat,T20,2026,Botswana,0,1,0.0,0.392156862745098,0.0,1.0,0.0,1.0,0.5,1.0,0,0,0.16092405995549489,0.8390759400445051,True,0.8390759400445051,HIGH,2026,0.392156862745098
2026-05-25,Ivory Coast,Mali,"Botswana Cricket Association Oval 2, Gaborone",Mali,field,T20,2026,Mali,0,0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.0,0,1,0.5274267483420331,0.47257325165796693,False,0.5274267483420331,LOW,2026,0.0
2026-05-25,Botswana,Cameroon,"Botswana Cricket Association Oval 2, Gaborone",Botswana,bat,T20,2026,Botswana,1,1,0.4038461538461538,0.1764705882352941,1.0,0.4,1.0,0.0,0.5,1.0,1,1,0.6202031734457429,0.37979682655425706,True,0.6202031734457429,MEDIUM,2026,0.2273755656108597
2026-05-25,Kenya,Rwanda,"Botswana Cricket Association Oval 1, Gaborone",Kenya,bat,T20,2026,Rwanda,0,1,0.5376344086021505,0.3368421052631579,0.6,0.6,1.0,0.0,0.5,1.0,0,1,0.5857066252188513,0.4142933747811487,False,0.5857066252188513,LOW,2026,0.20079230333899262
2026-05-26,Mali,Rwanda,"Botswana Cricket Association Oval 2, Gaborone",Rwanda,field,T20,2026,Rwanda,0,0,0.0833333333333333,0.34375,0.2,0.6,0.0,1.0,0.5,0.5,0,0,0.25602711190621413,0.7439728880937859,True,0.7439728880937859,HIGH,2026,0.2604166666666667
2026-05-26,Kenya,Sierra Leone,"Botswana Cricket Association Oval 1, Gaborone",Sierra Leone,field,T20,2026,Kenya,1,0,0.5319148936170213,0.3170731707317073,0.6,0.2,0.5,0.5,0.0,0.0,1,1,0.5566315986732474,0.4433684013267526,True,0.5566315986732474,LOW,2026,0.21484172288531395
2026-05-26,Cameroon,Ivory Coast,"Botswana Cricket Association Oval 2, Gaborone",Cameroon,bat,T20,2026,Cameroon,1,1,0.1666666666666666,0.0,0.4,0.0,0.5,0.5,0.5,0.0,1,1,0.585332312341133,0.41466768765886697,True,0.585332312341133,LOW,2026,0.1666666666666666
2026-05-28,Botswana,Ivory Coast,"Botswana Cricket Association Oval 1, Gaborone",Botswana,bat,T20,2026,Botswana,1,1,0.4150943396226415,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1,1,0.7995917011994448,0.20040829880055522,True,0.7995917011994448,HIGH,2026,0.4150943396226415
2026-05-28,Sierra Leone,Rwanda,"Botswana Cricket Association Oval 2, Gaborone",Rwanda,field,T20,2026,Rwanda,0,0,0.3095238095238095,0.3505154639175257,0.2,0.8,0.1666666666666666,0.8333333333333334,0.0,1.0,0,0,0.23528507165498794,0.7647149283450121,True,0.7647149283450121,HIGH,2026,0.040991654393716215
2026-05-28,Cameroon,Kenya,"Botswana Cricket Association Oval 1, Gaborone",Kenya,field,T20,2026,Kenya,0,0,0.2105263157894736,0.5368421052631579,0.6,0.6,0.0,1.0,0.0,0.5,0,0,0.2373719536020834,0.7626280463979166,True,0.7626280463979166,HIGH,2026,0.32631578947368434
2026-05-29,Cameroon,Mali,"Botswana Cricket Association Oval 1, Gaborone",Cameroon,bat,T20,2026,Cameroon,1,1,0.2,0.0769230769230769,0.4,0.2,1.0,0.0,0.0,0.0,1,1,0.6191924778217278,0.3808075221782722,True,0.6191924778217278,MEDIUM,2026,0.12307692307692311
2026-05-29,Ivory Coast,Sierra Leone,"Botswana Cricket Association Oval 2, Gaborone",Ivory Coast,bat,T20,2026,Sierra Leone,0,1,0.0,0.3023255813953488,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0.33096459361952496,0.6690354063804751,True,0.6690354063804751,MEDIUM,2026,0.3023255813953488
